City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Weather Description,Date
261,Baykit,61.67,96.37,26.51,87,61,4.27,RU,broken clouds,2022-10-04 22:55:14
262,Ruteng,-8.6136,120.4721,65.68,88,97,1.39,ID,overcast clouds,2022-10-04 22:55:15
263,Agadez,19.75,10.25,84.67,17,0,11.43,NE,clear sky,2022-10-04 22:55:16
264,Lovozero,68.005,35.0117,39.4,98,100,1.52,RU,overcast clouds,2022-10-04 22:55:16
265,Samarai,-10.6167,150.6667,81.43,83,91,16.62,PG,light rain,2022-10-04 22:55:16
266,Tiznit,29.5833,-9.5,71.38,40,9,4.92,MA,clear sky,2022-10-04 22:55:17
267,Fairlie,55.756,-4.8556,55.31,92,100,1.01,GB,moderate rain,2022-10-04 22:55:17
268,Kenora,49.8167,-94.4337,68.97,56,75,4.61,CA,broken clouds,2022-10-04 22:51:38
269,Lazaro Cardenas,17.9583,-102.2,82.69,78,90,6.76,MX,overcast clouds,2022-10-04 22:55:18
270,Staryy Nadym,65.6118,72.6842,34.92,92,66,12.73,RU,broken clouds,2022-10-04 22:55:18
271,Kingsville,27.5159,-97.8561,84.16,49,75,8.05,US,broken clouds,2022-10-04 22:55:18
272,Rio Grande,-32.035,-52.0986,57.31,89,1,8.21,BR,clear sky,2022-10-04 22:55:19
273,Garh Maharaja,30.8339,71.9053,79.09,32,0,4.09,PK,clear sky,2022-10-04 22:55:19
274,Quelimane,-17.8786,36.8883,75.15,88,0,8.05,MZ,clear sky,2022-10-04 22:55:08
275,Viransehir,37.2353,39.7631,77.32,27,59,7.72,TR,broken clouds,2022-10-04 22:55:20
276,Kayiry,46.9454,33.7059,53.49,67,33,10.45,UA,scattered clouds,2022-10-04 22:55:20
277,Rawson,-43.3002,-65.1023,65.39,33,53,4.99,AR,broken clouds,2022-10-04 22:55:21
278,Nioro,13.35,-15.75,78.84,88,52,8.16,GM,broken clouds,2022-10-04 22:55:21
279,Sosnovo-Ozerskoye,52.5249,111.5418,17.2,93,19,5.57,RU,few clouds,2022-10-04 22:55:21
280,Salalah,17.0151,54.0924,77.72,84,65,5.3,OM,broken clouds,2022-10-04 22:55:22
281,Haines Junction,60.7522,-137.5108,48.15,57,100,1.14,CA,overcast clouds,2022-10-04 22:55:22
282,Lagos,6.5833,3.75,75.61,92,45,2.95,NG,scattered clouds,2022-10-04 22:55:23
283,Pokosnoye,55.5258,101.0536,24.01,94,66,2.42,RU,broken clouds,2022-10-04 22:55:23
284,San Cristobal,7.7669,-72.225,77.18,78,41,2.62,VE,scattered clouds,2022-10-04 22:55:23
285,Ugoofaaru,5.6667,73.0,81.77,77,100,17.05,MV,overcast clouds,2022-10-04 22:55:24
286,Diamantino,-14.4086,-56.4461,81.81,57,83,4.34,BR,broken clouds,2022-10-04 22:55:24
287,Hambantota,6.1241,81.1185,79.05,79,100,16.22,LK,overcast clouds,2022-10-04 22:55:25
288,Ahipara,-35.1667,173.1667,59.63,63,82,13.89,NZ,broken clouds,2022-10-04 22:55:25
289,Nikolskoye,59.7035,30.7861,44.8,96,71,1.86,RU,broken clouds,2022-10-04 22:55:25
290,Mayumba,-3.432,10.6554,75.74,84,59,4.94,GA,broken clouds,2022-10-04 22:55:26
291,Filadelfia,39.9523,-75.1638,52.95,94,100,5.01,US,overcast clouds,2022-10-04 22:55:27
292,Fairbanks,64.8378,-147.7164,53.31,55,0,6.91,US,clear sky,2022-10-04 22:53:40
293,Chepareria,1.3077,35.2039,60.57,81,54,3.31,KE,broken clouds,2022-10-04 22:55:28
294,Ridgecrest,35.6225,-117.6709,96.66,9,0,4.0,US,clear sky,2022-10-04 22:55:28
295,Marana,32.4367,-111.2254,82.51,32,0,20.71,US,clear sky,2022-10-04 22:55:29
296,Makhachkala,42.9764,47.5024,60.78,77,7,7.4,RU,clear sky,2022-10-04 22:55:29
297,Lebyazhye,55.2689,66.4947,43.07,48,19,8.79,RU,few clouds,2022-10-04 22:55:29
298,Korla,41.7597,86.1469,52.5,26,40,7.05,CN,scattered clouds,2022-10-04 22:55:30
299,Saint-Joseph,-21.3667,55.6167,64.78,79,23,9.66,RE,few clouds,2022-10-04 22:55:31
300,Garowe,8.4054,48.4845,74.68,73,92,11.7,SO,overcast clouds,2022-10-04 22:55:31
301,Shkotovo,43.3319,132.3625,33.08,69,0,4.47,RU,clear sky,2022-10-04 22:55:32
302,Soeng Sang,14.4264,102.4606,71.26,97,33,2.1,TH,scattered clouds,2022-10-04 22:55:33
303,Fallon,39.4735,-118.7774,80.47,12,0,5.75,US,clear sky,2022-10-04 22:55:33
304,Nome,64.5011,-165.4064,48.27,76,75,11.5,US,broken clouds,2022-10-04 22:55:33
305,Can Tho,10.0333,105.7833,76.98,100,20,3.44,VN,few clouds,2022-10-04 22:55:34
306,Chicama,-7.8447,-79.1469,59.54,75,30,8.41,PE,scattered clouds,2022-10-04 22:55:34
307,Kaitangata,-46.2817,169.8464,37.72,91,78,15.68,NZ,broken clouds,2022-10-04 22:55:35
308,Nanortalik,60.1432,-45.2371,37.15,98,100,10.74,GL,moderate rain,2022-10-04 22:55:35
309,Vostok,46.4856,135.8833,28.67,59,11,6.6,RU,few clouds,2022-10-04 22:55:35
310,Tobermory,45.2501,-81.6665,57.87,70,15,7.56,CA,few clouds,2022-10-04 22:55:36
311,Grand Gaube,-20.0064,57.6608,70.38,73,46,5.01,MU,scattered clouds,2022-10-04 22:55:36
312,Jumla,29.2747,82.1838,53.47,90,9,3.53,NP,clear sky,2022-10-04 22:55:36
313,Vao,-22.6667,167.4833,68.49,60,5,9.37,NC,clear sky,2022-10-04 22:55:37
314,Ambovombe,-25.1667,46.0833,67.03,85,0,5.08,MG,clear sky,2022-10-04 22:55:37
315,Mahebourg,-20.4081,57.7,70.25,83,40,6.91,MU,scattered clouds,2022-10-04 22:55:37
316,San Patricio,28.017,-97.5169,84.92,41,92,11.68,US,overcast clouds,2022-10-04 22:55:38
317,Port Lincoln,-34.7333,135.8667,60.26,85,39,9.37,AU,scattered clouds,2022-10-04 22:55:38
318,Mehamn,71.0357,27.8492,42.75,81,100,4.61,NO,overcast clouds,2022-10-04 22:55:38
319,Borba,-4.3878,-59.5939,80.44,65,85,2.46,BR,overcast clouds,2022-10-04 22:55:39
320,La Crosse,43.8014,-91.2396,72.16,57,100,3.0,US,overcast clouds,2022-10-04 22:54:15
321,Leh,34.1667,77.5833,44.24,49,1,4.07,IN,clear sky,2022-10-04 22:55:39
322,Laguna,38.421,-121.4238,90.34,36,0,1.99,US,clear sky,2022-10-04 22:55:40
323,Nuuk,64.1835,-51.7216,32.88,52,100,15.01,GL,overcast clouds,2022-10-04 22:55:40
324,Vigia,-0.8583,-48.1417,77.18,87,70,11.14,BR,broken clouds,2022-10-04 22:55:40
325,Puerto Madero,14.7208,-92.4215,82.67,76,41,6.06,MX,scattered clouds,2022-10-04 22:55:41
326,Geraldton,-28.7667,114.6,59.41,94,75,3.44,AU,light rain,2022-10-04 22:55:41
327,Dharchula,29.85,80.5333,63.54,75,5,4.97,IN,clear sky,2022-10-04 22:55:41
328,Yerbogachen,61.2767,108.0108,27.77,71,86,9.15,RU,overcast clouds,2022-10-04 22:55:42
329,Boyolangu,-8.1181,111.8935,75.85,88,93,4.83,ID,overcast clouds,2022-10-04 22:55:42
330,Asau,46.4333,26.4,47.32,90,83,4.83,RO,broken clouds,2022-10-04 22:55:43
331,Muli,2.9167,73.5667,81.73,77,100,18.84,MV,overcast clouds,2022-10-04 22:55:44
332,Randfontein,-26.1844,27.702,71.11,47,57,12.37,ZA,broken clouds,2022-10-04 22:55:45
333,Henderson,36.0397,-114.9819,92.82,25,0,6.91,US,clear sky,2022-10-04 22:55:45
334,Lincoln,40.8,-96.667,77.0,43,100,10.36,US,overcast clouds,2022-10-04 22:51:44
335,Nouadhibou,20.931,-17.0347,76.98,65,53,12.66,MR,broken clouds,2022-10-04 22:55:45
336,Gizo,-8.103,156.8419,84.6,66,55,10.58,SB,broken clouds,2022-10-04 22:55:46
337,Broome,42.2506,-75.833,53.2,78,100,1.99,US,light rain,2022-10-04 22:55:46
338,La Estancia,20.4167,-100.0667,66.61,64,89,7.7,MX,overcast clouds,2022-10-04 22:55:47
339,Naurskaya,43.6519,45.3133,67.14,66,70,9.31,RU,broken clouds,2022-10-04 22:55:47
340,Mathathane,-22.2687,28.7495,73.13,69,0,24.54,BW,clear sky,2022-10-04 22:55:47
341,Pevek,69.7008,170.3133,26.82,81,75,7.14,RU,broken clouds,2022-10-04 22:55:48
342,Severo-Yeniseyskiy,60.3725,93.0408,31.1,73,100,10.67,RU,overcast clouds,2022-10-04 22:55:48
343,Bengkulu,-3.8004,102.2655,75.16,90,100,4.76,ID,overcast clouds,2022-10-04 22:55:48
344,Weston,26.1004,-80.3998,83.01,59,40,10.36,US,scattered clouds,2022-10-04 22:52:20
345,That Phanom,16.9364,104.7104,72.03,91,70,3.96,TH,broken clouds,2022-10-04 22:55:49
346,Srednekolymsk,67.45,153.6833,21.6,74,9,11.21,RU,clear sky,2022-10-04 22:55:49
347,Katobu,-4.9408,122.5276,78.08,86,100,2.95,ID,overcast clouds,2022-10-04 22:55:49
348,Shahr-E Babak,30.1165,55.1186,67.23,19,1,10.49,IR,clear sky,2022-10-04 22:55:50
349,Ayagoz,47.9714,80.4392,30.74,57,0,11.81,KZ,clear sky,2022-10-04 22:55:50
350,Bako,5.7833,36.5667,65.71,74,95,3.11,ET,light rain,2022-10-04 22:55:50
351,Morehead,37.2711,-87.1764,71.35,43,0,0.0,US,clear sky,2022-10-04 22:55:51
352,Manitouwadge,49.1215,-85.8403,55.42,93,100,4.63,CA,overcast clouds,2022-10-04 22:55:52
353,Sribne,50.6638,32.9187,46.49,91,100,12.86,UA,overcast clouds,2022-10-04 22:55:53
354,Kissidougou,9.1848,-10.0999,70.86,94,60,1.83,GN,light rain,2022-10-04 22:55:54
355,Jiuquan,39.7432,98.5174,44.04,38,100,0.85,CN,overcast clouds,2022-10-04 22:55:55
356,Harper,4.375,-7.7169,76.24,92,80,6.93,LR,broken clouds,2022-10-04 22:55:57
357,Tarbes,43.25,0.1667,58.5,82,0,5.75,FR,clear sky,2022-10-04 22:55:57
358,Longview,32.5007,-94.7405,86.25,32,2,3.0,US,clear sky,2022-10-04 22:55:58
359,Mathbaria,22.2876,89.9593,77.95,92,100,4.72,BD,overcast clouds,2022-10-04 22:55:59
360,Kulhudhuffushi,6.6221,73.07,81.54,77,100,17.63,MV,overcast clouds,2022-10-04 22:56:01
361,Panjab,34.388,67.0233,40.32,30,0,4.68,AF,clear sky,2022-10-04 22:56:03
362,Lumphat,13.4878,106.9816,72.23,90,93,3.0,KH,overcast clouds,2022-10-04 22:56:04
363,Playas,-2.6333,-80.3833,70.38,80,99,14.36,EC,overcast clouds,2022-10-04 22:56:04
364,Souillac,-20.5167,57.5167,70.18,83,40,6.91,MU,scattered clouds,2022-10-04 22:56:05
365,Brentwood,40.7812,-73.2462,57.88,93,100,20.71,US,light intensity drizzle,2022-10-04 22:54:10
366,Kalabo,-14.97,22.6814,71.49,20,0,4.92,ZM,clear sky,2022-10-04 22:56:06
367,Miloslavskoye,53.5815,39.4399,47.53,83,100,11.68,RU,overcast clouds,2022-10-04 22:56:07
368,Arona,28.0996,-16.681,76.91,69,40,20.71,ES,scattered clouds,2022-10-04 22:52:01
369,Ojinaga,29.5667,-104.4167,89.56,28,0,0.0,MX,clear sky,2022-10-04 22:55:56
370,Gunnedah,-30.9833,150.25,64.31,63,100,8.93,AU,moderate rain,2022-10-04 22:56:08
371,Malente,54.1712,10.5552,55.76,91,100,11.65,DE,overcast clouds,2022-10-04 22:56:08
372,Saint Anthony,45.0205,-93.218,74.8,46,100,1.99,US,overcast clouds,2022-10-04 22:56:09
373,Aklavik,68.2191,-135.0107,32.4,92,8,11.56,CA,clear sky,2022-10-04 22:56:09
374,Sfantu Gheorghe,45.8667,25.7833,44.92,93,85,2.08,RO,overcast clouds,2022-10-04 22:56:10
375,Homer,59.6425,-151.5483,48.04,86,100,12.44,US,overcast clouds,2022-10-04 22:56:10
376,Tingo Maria,-9.2895,-76.0088,75.54,81,82,2.44,PE,broken clouds,2022-10-04 22:56:10
377,Balaipungut,1.05,101.2833,72.57,99,100,2.84,ID,moderate rain,2022-10-04 22:56:11
378,Belaya Gora,68.5333,146.4167,19.89,89,58,2.8,RU,broken clouds,2022-10-04 22:56:11
379,Kyabram,-36.3167,145.05,53.87,95,100,18.54,AU,light rain,2022-10-04 22:56:12
380,Merauke,-8.4667,140.3333,80.58,84,98,12.53,ID,heavy intensity rain,2022-10-04 22:56:12
381,Canto Do Buriti,-8.11,-42.9444,82.44,22,22,2.06,BR,few clouds,2022-10-04 22:52:11
382,La Ronge,55.1001,-105.2842,66.45,34,40,6.91,CA,smoke,2022-10-04 22:56:13
383,Los Llanos De Aridane,28.6585,-17.9182,73.15,47,75,5.75,ES,broken clouds,2022-10-04 22:56:13
384,Antofagasta,-23.65,-70.4,60.08,83,16,6.76,CL,few clouds,2022-10-04 22:56:13
385,Sembe,1.6481,14.5806,69.91,99,100,1.48,CG,overcast clouds,2022-10-04 22:56:14
386,Netishyn,50.34,26.6417,48.6,85,55,13.24,UA,broken clouds,2022-10-04 22:56:14
387,Onoda,34.0014,131.1836,70.29,78,75,9.22,JP,broken clouds,2022-10-04 22:56:15
388,Half Moon Bay,37.4636,-122.4286,81.59,71,100,12.66,US,mist,2022-10-04 22:56:15
389,Avrille,47.5,-0.5833,54.72,96,92,5.44,FR,overcast clouds,2022-10-04 22:56:15
390,Ostrovnoy,68.0531,39.5131,45.97,92,84,13.15,RU,broken clouds,2022-10-04 22:56:16
391,Am Timan,11.0297,20.2827,72.55,87,68,8.16,TD,broken clouds,2022-10-04 22:56:16
392,Karwar,14.8,74.1333,77.09,91,79,10.8,IN,broken clouds,2022-10-04 22:56:17
393,Badiraguato,25.3667,-107.5167,77.94,81,44,4.23,MX,scattered clouds,2022-10-04 22:56:17
394,Maraa,-1.8333,-65.3667,81.55,67,78,2.3,BR,broken clouds,2022-10-04 22:56:17
395,Herat,34.5,62.0,61.48,23,0,9.1,AF,clear sky,2022-10-04 22:56:18
396,Ironton,38.5368,-82.6829,66.6,39,0,3.44,US,clear sky,2022-10-04 22:52:29
397,Airai,-8.9266,125.4092,64.72,83,95,2.26,TL,overcast clouds,2022-10-04 22:56:18
398,Lesosibirsk,58.2358,92.4828,31.23,81,99,4.54,RU,overcast clouds,2022-10-04 22:56:19
399,Khani,41.9563,42.9566,54.97,90,100,1.3,GE,overcast clouds,2022-10-04 22:56:19
400,Saraj,42.0,21.3278,42.35,69,25,3.91,MK,scattered clouds,2022-10-04 22:56:20
401,Sarmizegetusa,45.5167,22.7833,43.16,89,53,2.98,RO,light rain,2022-10-04 22:56:20
402,Sur,22.5667,59.5289,78.67,70,21,7.09,OM,few clouds,2022-10-04 22:56:20
403,Buta,2.7858,24.73,69.57,99,100,0.38,CD,overcast clouds,2022-10-04 22:55:11
404,Hokitika,-42.7167,170.9667,48.49,57,94,28.36,NZ,overcast clouds,2022-10-04 22:56:21
405,Labuhan,-6.8844,112.2051,77.29,82,94,6.93,ID,overcast clouds,2022-10-04 22:56:21
406,Summerside,46.3959,-63.7876,53.94,70,77,10.85,CA,broken clouds,2022-10-04 22:56:22
407,Gainesville,29.6516,-82.3248,72.09,54,0,6.91,US,clear sky,2022-10-04 22:51:42
408,Daska,32.3243,74.3497,75.18,61,0,4.16,PK,clear sky,2022-10-04 22:56:23
409,Namibe,-15.1961,12.1522,64.76,89,67,2.93,AO,broken clouds,2022-10-04 22:56:23
410,Horta,38.5333,-28.6333,70.83,81,76,7.4,PT,broken clouds,2022-10-04 22:55:04
411,Dossor,47.5272,52.9811,54.5,31,86,16.46,KZ,overcast clouds,2022-10-04 22:56:24
412,Balkanabat,39.5108,54.3671,71.17,16,0,12.35,TM,clear sky,2022-10-04 22:56:25
413,Portland,45.5234,-122.6762,64.38,72,75,3.44,US,broken clouds,2022-10-04 22:55:18
414,Mogadishu,2.0371,45.3438,76.87,88,53,11.9,SO,broken clouds,2022-10-04 22:56:26
415,Moose Factory,51.2585,-80.6094,46.4,93,100,4.61,CA,overcast clouds,2022-10-04 22:56:26
416,Lima,-12.0432,-77.0282,63.9,76,100,14.97,PE,overcast clouds,2022-10-04 22:56:27
417,Biak,-0.9131,122.8766,78.17,78,88,1.07,ID,overcast clouds,2022-10-04 22:56:27
418,Niksic,42.7731,18.9445,57.06,74,2,6.22,ME,clear sky,2022-10-04 22:56:27
419,Havelock,34.8791,-76.9013,62.55,74,39,4.85,US,scattered clouds,2022-10-04 22:56:28
420,Svetlogorsk,52.6333,29.7333,45.39,86,100,13.91,BY,overcast clouds,2022-10-04 22:56:28
421,Mariinskiy Posad,56.115,47.718,45.54,91,100,13.91,RU,light rain,2022-10-04 22:56:29
422,Jurm,36.8648,70.8342,50.9,47,0,0.13,AF,clear sky,2022-10-04 22:56:29
423,Redcliffe,-27.2307,153.0973,73.15,65,75,4.61,AU,broken clouds,2022-10-04 22:56:30
424,Acarau,-2.8856,-40.12,78.21,79,75,17.16,BR,broken clouds,2022-10-04 22:56:30
425,Waingapu,-9.6567,120.2641,80.19,77,57,4.16,ID,broken clouds,2022-10-04 22:56:31
426,Sao Joao Da Barra,-21.6403,-41.0511,73.49,95,92,9.62,BR,overcast clouds,2022-10-04 22:56:31
427,Port Macquarie,-31.4333,152.9167,64.71,66,99,6.93,AU,overcast clouds,2022-10-04 22:56:31
428,Hays,30.0502,-98.0336,88.3,24,6,5.01,US,clear sky,2022-10-04 22:54:09
429,Pangnirtung,66.1451,-65.7125,39.2,48,75,12.66,CA,broken clouds,2022-10-04 22:56:33
430,Vicuna,-30.0319,-70.7081,62.76,57,71,6.08,CL,broken clouds,2022-10-04 22:56:34
431,Ust-Nera,64.5667,143.2,13.53,92,100,6.62,RU,overcast clouds,2022-10-04 22:56:34
432,Leua,48.2156,18.6071,50.5,77,16,2.71,SK,few clouds,2022-10-04 22:56:35
433,Palomares,17.15,-95.0667,78.85,82,21,6.98,MX,few clouds,2022-10-04 22:56:35
434,Narsaq,60.9167,-46.05,35.94,73,100,7.56,GL,light rain,2022-10-04 22:56:35
435,Kuytun,54.3419,101.5036,24.78,93,75,2.73,RU,broken clouds,2022-10-04 22:56:36
436,Valparaiso,-33.0393,-71.6273,57.43,82,0,4.61,CL,clear sky,2022-10-04 22:56:36
437,Ha Tinh,18.3333,105.9,74.79,94,95,4.63,VN,overcast clouds,2022-10-04 22:56:36
438,Verkhoyansk,67.5447,133.385,11.55,98,87,2.39,RU,overcast clouds,2022-10-04 22:56:37
439,Hit,33.6416,42.8251,81.48,20,0,7.76,IQ,clear sky,2022-10-04 22:56:37
440,Pyapon,16.2833,95.6833,75.34,92,100,4.36,MM,overcast clouds,2022-10-04 22:56:37
441,Yurgamysh,55.3714,64.4656,43.5,43,54,7.45,RU,broken clouds,2022-10-04 22:56:38
442,Faya,18.3851,42.4509,64.92,27,12,7.67,SA,few clouds,2022-10-04 22:56:38
443,Farkhor,37.4922,69.4036,61.29,29,0,2.24,TJ,clear sky,2022-10-04 22:56:39
444,Tupelo,34.2576,-88.7034,80.89,30,0,10.36,US,clear sky,2022-10-04 22:51:57
445,Kysyl-Syr,63.8986,122.7617,23.77,83,98,5.64,RU,overcast clouds,2022-10-04 22:56:39
446,Sechura,-5.5569,-80.8222,67.35,69,91,19.04,PE,overcast clouds,2022-10-04 22:56:40
447,Lucapa,-8.4192,20.7447,68.4,72,23,3.69,AO,few clouds,2022-10-04 22:56:40
448,Bay City,43.5945,-83.8889,69.91,42,0,0.0,US,clear sky,2022-10-04 22:54:03
449,Antigonish,45.6169,-61.9986,54.82,72,9,8.1,CA,clear sky,2022-10-04 22:56:41
450,Bonthe,7.5264,-12.505,75.81,92,63,2.68,SL,moderate rain,2022-10-04 22:56:41
451,Ciudad Bolivar,8.1222,-63.5497,84.04,65,80,0.89,VE,broken clouds,2022-10-04 22:56:41
452,Port Hawkesbury,45.6169,-61.3485,52.97,83,0,6.91,CA,clear sky,2022-10-04 22:56:30
453,Plouzane,48.3833,-4.6167,61.12,88,100,16.11,FR,overcast clouds,2022-10-04 22:56:42
454,Ourossogui,15.6064,-13.3211,93.81,39,94,8.75,SN,overcast clouds,2022-10-04 22:56:42
455,Jamame,0.0722,42.7506,74.82,90,18,8.41,SO,few clouds,2022-10-04 22:56:43
456,Nytva,57.9404,55.334,39.09,58,69,4.9,RU,broken clouds,2022-10-04 22:56:43
457,Salta,-24.7859,-65.4117,79.39,31,20,13.8,AR,few clouds,2022-10-04 22:56:43
458,Aksu,41.1231,80.2644,53.55,26,6,3.42,CN,clear sky,2022-10-04 22:56:44
459,Touros,-5.1989,-35.4608,77.0,76,80,14.7,BR,broken clouds,2022-10-04 22:56:44
460,Yuzhno-Kurilsk,44.0306,145.8556,54.66,62,68,21.36,RU,broken clouds,2022-10-04 22:56:44
461,Okha,53.5739,142.9478,35.73,78,99,16.53,RU,light rain,2022-10-04 22:56:45
462,Nalut,30.3333,10.85,72.82,44,0,12.41,LY,clear sky,2022-10-04 22:56:46
463,Avezzano,42.0402,13.4388,56.73,76,91,1.01,IT,overcast clouds,2022-10-04 22:56:46
464,Sompeta,18.9333,84.6,79.14,88,100,0.67,IN,overcast clouds,2022-10-04 22:56:47
465,Zigong,29.3416,104.7769,63.61,89,100,2.1,CN,overcast clouds,2022-10-04 22:53:31
466,Itarema,-2.9248,-39.9167,78.08,79,90,16.51,BR,overcast clouds,2022-10-04 22:56:47
467,Hualmay,-11.0964,-77.6139,62.4,76,23,11.97,PE,few clouds,2022-10-04 22:56:48
468,Grindavik,63.8424,-22.4338,43.27,75,75,29.93,IS,broken clouds,2022-10-04 22:56:49
469,Manokwari,-0.8667,134.0833,81.61,70,100,3.53,ID,overcast clouds,2022-10-04 22:56:49
470,Ixtapa,20.7,-105.2,85.23,75,44,4.0,MX,scattered clouds,2022-10-04 22:56:49
471,Sarai Naurang,32.8259,70.7814,82.11,29,0,0.47,PK,clear sky,2022-10-04 22:56:50
472,Male,4.1748,73.5089,82.35,78,75,18.41,MV,broken clouds,2022-10-04 22:56:50
473,Meridian,43.6121,-116.3915,81.52,30,0,4.61,US,clear sky,2022-10-04 22:56:50
474,Kampene,-3.6,26.6667,68.54,95,99,1.95,CD,overcast clouds,2022-10-04 22:56:51
475,Shache,38.4167,77.2406,51.71,29,28,4.5,CN,scattered clouds,2022-10-04 22:56:51
476,Xingcheng,40.6167,120.7167,42.42,38,0,5.99,CN,clear sky,2022-10-04 22:56:52
477,Nawabshah,26.2483,68.4096,81.59,53,78,6.31,PK,broken clouds,2022-10-04 22:56:52
478,Port Keats,-14.25,129.55,84.52,67,3,2.42,AU,clear sky,2022-10-04 22:56:52
479,Pasinler,39.9803,41.6764,58.19,39,23,2.3,TR,few clouds,2022-10-04 22:56:53
480,Mandal,25.45,74.5667,78.1,46,49,6.98,IN,scattered clouds,2022-10-04 22:56:53
481,Coos Bay,43.3665,-124.2179,61.14,100,92,4.21,US,overcast clouds,2022-10-04 22:56:54
482,Abancay,-13.6339,-72.8814,65.97,59,63,5.53,PE,broken clouds,2022-10-04 22:56:54
483,Tall Kayf,37.0833,41.0667,78.08,20,55,11.54,TR,broken clouds,2022-10-04 22:56:54
484,Iracoubo,5.4802,-53.2011,79.88,80,83,11.52,GF,broken clouds,2022-10-04 22:56:55
485,Omboue,-1.5746,9.2618,75.49,83,52,4.97,GA,broken clouds,2022-10-04 22:56:55
486,Sorgun,39.8101,35.186,55.42,86,100,6.98,TR,overcast clouds,2022-10-04 22:55:18
487,Maniitsoq,65.4167,-52.9,35.76,57,100,6.8,GL,overcast clouds,2022-10-04 22:56:56
488,Yar-Sale,66.8333,70.8333,38.14,74,90,15.46,RU,overcast clouds,2022-10-04 22:56:56
489,Trelew,-43.249,-65.3051,68.2,25,84,7.61,AR,broken clouds,2022-10-04 22:56:56
490,Cotonou,6.3654,2.4183,77.63,88,82,8.01,BJ,broken clouds,2022-10-04 22:56:57
491,Porto Novo,6.4965,2.6036,76.41,90,82,4.74,BJ,broken clouds,2022-10-04 22:56:57
492,Una,20.8167,71.0333,76.41,84,48,9.84,IN,scattered clouds,2022-10-04 22:56:58
493,Leshukonskoye,64.8989,45.7622,43.14,97,100,4.83,RU,overcast clouds,2022-10-04 22:56:58
494,Presidencia Roque Saenz Pena,-26.7852,-60.4388,77.16,23,0,9.17,AR,clear sky,2022-10-04 22:56:58
495,Yulara,-25.2406,130.9889,66.02,43,0,6.15,AU,clear sky,2022-10-04 22:56:59
496,Kloulklubed,7.0419,134.2556,81.1,75,100,7.07,PW,overcast clouds,2022-10-04 22:56:59
497,Dunedin,-45.8742,170.5036,41.2,78,65,20.4,NZ,broken clouds,2022-10-04 22:56:01
498,Gravdal,68.1214,13.5031,50.14,77,100,17.81,NO,light rain,2022-10-04 22:57:00
499,Ahuimanu,21.4447,-157.8378,85.75,73,75,11.5,US,moderate rain,2022-10-04 22:57:00
500,Tarakan,3.3,117.6333,78.3,94,75,3.44,ID,broken clouds,2022-10-04 22:55:05
501,Tucupita,9.0622,-62.051,76.59,91,77,3.04,VE,broken clouds,2022-10-04 22:57:00
502,Kuching,1.55,110.3333,75.42,100,40,0.0,MY,scattered clouds,2022-10-04 22:57:01
503,Bull Savanna,17.8868,-77.5902,78.71,83,100,3.51,JM,overcast clouds,2022-10-04 22:57:01
504,Rosario,-32.9468,-60.6393,69.71,35,0,14.97,AR,clear sky,2022-10-04 22:53:23
505,Vardo,70.3705,31.1107,44.58,93,100,12.66,NO,overcast clouds,2022-10-04 22:57:02
506,Moree,-29.4667,149.85,66.33,56,100,19.17,AU,heavy intensity rain,2022-10-04 22:57:02
507,Alcantara,-2.4089,-44.4147,82.6,79,24,9.84,BR,few clouds,2022-10-04 22:57:03
508,Champerico,14.3,-91.9167,88.34,76,95,7.67,GT,overcast clouds,2022-10-04 22:57:03
509,Along,28.1667,94.7667,71.96,98,100,1.01,IN,overcast clouds,2022-10-04 22:57:04
510,Gallup,35.5281,-108.7426,63.36,66,40,9.22,US,scattered clouds,2022-10-04 22:57:04
511,Padang,-0.9492,100.3543,75.02,89,100,4.47,ID,moderate rain,2022-10-04 22:57:05
512,Morondava,-20.2833,44.2833,74.12,78,0,4.47,MG,clear sky,2022-10-04 22:57:05
513,Oirschot,51.505,5.3139,59.11,79,100,5.75,NL,overcast clouds,2022-10-04 22:57:06
514,Aleysk,52.4926,82.7822,34.5,65,54,4.65,RU,broken clouds,2022-10-04 22:57:06
515,Hami,42.8,93.45,53.76,58,100,7.0,CN,overcast clouds,2022-10-04 22:57:06
516,Zwettl,48.6,15.1667,51.37,88,30,4.27,AT,scattered clouds,2022-10-04 22:57:07
517,Reconquista,-29.15,-59.65,67.5,40,0,11.12,AR,clear sky,2022-10-04 22:57:07
518,Kodinsk,58.6881,99.1844,23.13,97,28,4.12,RU,scattered clouds,2022-10-04 22:57:08
519,Lumsden,50.6501,-104.8678,74.35,35,36,7.16,CA,scattered clouds,2022-10-04 22:57:08
520,Zlobin,45.2924,14.6541,51.58,87,0,0.0,HR,clear sky,2022-10-04 22:57:09
521,Kisangani,0.5167,25.2,70.29,99,100,3.24,CD,moderate rain,2022-10-04 22:57:10
522,Ketchikan,55.3422,-131.6461,57.96,86,100,5.53,US,overcast clouds,2022-10-04 22:57:11
523,Kavaratti,10.5669,72.642,81.07,77,99,16.46,IN,overcast clouds,2022-10-04 22:53:29
524,Koslan,63.4564,48.8989,46.38,99,100,5.39,RU,overcast clouds,2022-10-04 22:57:11
525,Omsukchan,62.5333,155.8,15.1,95,100,13.51,RU,snow,2022-10-04 22:57:12
